record_id,alert_month,alert_section,drug_name,dosage_form,batch_number,mfg_date,expiry_date,manufacturer_raw,manufacturer_id,manufacturer_canonical,manufacturer_state,state,failure_reason,failure_categories,label_claim_disputed,testing_lab,lab_type,lab_name_canonical,source_url,source_type,parse_confidence,parse_flags
NSQ_2024-12_aec796e3459b,2024-12,state_lab,Metoprolol Succinate Prolonged Release Tablets IP,,URDT0652,2023-03,2025-02,"Unicure India Ltd., Plot No. 46(B)/49B Village Raipur, Bhagwanpur ,RoorkeeDist, Haridwar, Uttarakhand",1713,Unicure India Ltd,Uttar Pradesh,Uttarakhand,It fails the test ?Assay? as per IP standards [Amendment List - 05 to IP 2022],assay,,DTL Thiruvananthapuram,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_b01d938ada87,2024-12,state_lab,Justkof-LS,,UF267408 2F,2024-01,2025-12,"Ultra Drugs Formultations Pvt Ltd, Plot No.338/278, Vill. Manakpur, Lodhimajra, Tehsil- Baddi, Distt. Solan (HP)-173205.",1705,Ultra Drugs Formulations Pvt Ltd,Himachal Pradesh,Himachal Pradesh,sample does not conform to Label claim with respect to the content of Ambroxol Hydrochloride.,assay,,DTL Madurai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173205
NSQ_2024-12_b049c7545325,2024-12,central_lab,Thyroxine Sodium tablets IP (THYROX-25),,16240148D,2024-05,2026-04,"M/s. Macleods Pharmaceuticals Ltd., Plot No-2209, GIDC, Sarigam, Dist-Valsad- 396155, Gujarat",885,Macleods Pharmaceuticals Ltd,Sikkim,Gujarat,Dissolution,dissolution,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_b1631cec1886,2024-12,state_lab,Paracetamol Tab IP 500 mg.,,D2370/24- 25,,,"Kerala Medical Services Corporation Ltd, Thycaud P.O, Thiruvananthapuram- 14",790,Kerala Medical Services Corporation Ltd,Kerala,Kerala,It fails the test ?Dissolution? as per IP,dissolution,,DTL Thiruvananthapuram,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_b209bb1a79c3,2024-12,state_lab,Dexamethasone Injection IP-2ml,,FDDTI-004,2024-02,2026-01,"Laborate Pharmaceuticals India Ltd, 51 Indl. Area, Paonta Sahib (HP).",822,Laborate Pharmaceuticals India Ltd,Himachal Pradesh,,Sample does not conform to requirement for Assay.,assay,,King Institute Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2024-12_b2524fabdaec,2024-12,state_lab,Clobium Suspension. Clobazam Oral Suspension BP 5mg,,TYOL-047,2024-07,2026-06,"Tanmed Pharma (I) Pvt Ltd, No.1/429, Multi Industrial Nagar, Gerugambakkam, Chennai-600128",1647,Tanmed Pharma (I) Pvt Ltd,Tamil Nadu,Tamil Nadu,Sample does not conform to BP specification for Clobazam Oral Suspension with respect to Dissolution and to the content of Clobazam,dissolution|assay,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:600128
NSQ_2024-12_b3f18b35844e,2024-12,state_lab,Povidone- Iodine Ointment USP,,VG24025,2024-04,2026-03,"Microwin Labs PVt Ltd, Plot No.363, Industrial Focal Point, Phase-9, Mohali- 160062.",1049,Microwin Labs PVt Ltd,Punjab,,Sample does not conform to USP Spcification for povidine-IODINE Ointment with respect to the content of Avaible Iodine in povidone Iodine.,assay,,DTL Madurai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:160
NSQ_2024-12_bb7b6681d6d3,2024-12,state_lab,Povidone- Iodine Ointment USP,,VG23017,2023-11,2025-10,"Microwin Labs PVt Ltd, Plot No.363, Industrial Focal Point, Phase-9, Mohali- 160062.",1049,Microwin Labs PVt Ltd,Punjab,,Sample does not conform to USP Specification for Povidone - Iodine Ointment with respect to the content of Avaible Iodine in Povidone Iodine.,assay,,DTL Madurai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:160
NSQ_2024-12_bc7324aa54a8,2024-12,state_lab,Pantoprazole Sodium Tabletes IP 40mg,,P01824,2024-08,2026-07,"Spansules formulation India Pvt Ltd Sy. No. 172, Plot.No.154/A4 IDA Bollaram (V), Jinnaram (M), Sangareddy (D), Hyderabad Telangana",1534,Spansules formulation India Pvt Ltd Sy,Telangana,Telangana,The sample Does not comply in respect of Dissolution Test as per IP.,dissolution,,"State Lab Drugs Control Laboratory, Telangana.",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_be5b05f13bbb,2024-12,central_lab,Dexamethasone Sodium Phosphate Injection I.P.,,119,2024-06,2026-05,"M/s. Hindustan Medicines Pvt. Ltd., BARAUNI-851112.",656,Hindustan Medicines Pvt. Ltd,Bihar,Bihar,"Free Dexamethasone, Particulate matter, Sterility, Extractable volume and Description",sterility|particulate_matter|description_labelling|extractable_volume,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:851112
NSQ_2024-12_c3b819e0b992,2024-12,state_lab,"Ceaxil -500 Tablets, Cefuroxime Axetil Tablets IP",,BT-227375,2024-01,2025-12,"Dr Edwin Medilabs Pvt Ltd Plot No.B-29, Industrial Area, Focal Point, Chanalon, Kurali, SAS Nagar- 140103(Pb) PUNJAB",446,Dr. Edwin Medilabs Pvt.Ltd,Punjab,Punjab,"White coloured, elongated, biconvex tablets with score on one side, and plain on other side, 10 out of 50 tablets have brown- coloured spots on the entire surface. Hence, the tablets failed the test for Description of tablets.",description_labelling,,"State Lab Drugs Control Laboratory, Telangana.",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_c56c07a9d69c,2024-12,state_lab,Esilac Soluion,,ZBL-1154,2023-12,2025-11,"Zoic Biotech Pvt Ltd, Plot No.C-15, Focal Point, Ind. Area, Chanalon, Mohali, (Punjab), 140103.",1851,Zoic Biotech Pvt. Ltd,Punjab,Punjab,Sample does not conform to USP Specification for Lactulose Solution with respect to the Content of Lactulose in Lactulose Concentrate.,assay,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_c59831fecdd3,2024-12,state_lab,Orsiclop-A75,,NTT24103 6,2024-03,2026-02,"Nanoceut Therapeutics Pvt Ltd, R.S.No. 104/19A, E.V.R.Street, Sedarapet, Puducherry, 605111",1083,Nanoceut Therapeutics Pvt. Ltd,Puducherry,Puducherry,"Sample does not conform to IP specification for Clopidogrel and Aspirin Tablets with respect to Dissolution ( Clopidogrel and Aspirin), Free Salicylic Acid (Related substance for Aspirin) and to the content of ASpirin",dissolution|related_substances|assay,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_c64c5f8c4165,2024-12,central_lab,Bortezomib Injection IP (BORTEWIN 2 mg Injection),,L24BZ08A7,2024-08,2026-07,"M/s. MEDION BIOTECH PVT.LTD., Village-Kaundi, Baddi, Solan, Himachal Pradesh, 173205",973,Medion Biotech Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Assay of Bortezomib,assay,,RDTL Chandigarh,central,"Regional Drugs Testing Laboratory, Chandigarh",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_c794327e7b3c,2024-12,central_lab,Pantoprazole Gastro-resistant and Domperidone Prolonged- release Capsules IP (Unipraz - DSR),,UC-23001C,2023-07,2025-06,"M/s.Ultra Drugs Pvt. Ltd., (Unit- II) HS No. 211, K. No. 77/1, 78/1 Vill. Katha, Baddi, Distt. Solan (H.P.)",1706,Ultra Drugs Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,"""Dissolution of Domperidone""",dissolution,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_c8ca221702b7,2024-12,state_lab,"Aluminium, Magnesium &Simethicone Oral Suspension I.P",,C21A133003,2023-06,2026-05,"M/s. Concept Pharmaceuticals Ltd., A-28/3, MIDC, Chikalthana, Aurangabad-431006",376,Concept Pharmaceuticals Ltd,Maharashtra,Maharashtra,Description only,description_labelling,,State Lab Karnataka,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:431006
NSQ_2024-12_c98d14ecdd1f,2024-12,state_lab,Panik-D Tablets (Pantoprazole Sodium &Domperidone Tablets),,KPT24K08 A,2024-02,2026-01,"M/s. Kaizen Pharmaceuticals, Vill. Katha, Baddi-173205 Distt. Solan (H.P)",764,Kaizen Pharmaceuticals,Himachal Pradesh,Himachal Pradesh,test for Disintegration,disintegration,,State Lab Karnataka,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:173205
NSQ_2024-12_c9b1a21f80ab,2024-12,central_lab,BUPIVACAINE HYDROCHLORI DE INJECTION IP 0.5%,,BCV22315,2023-12,2025-11,"M/s. Nandani Medical Laboratories Pvt. Ltd., 221/5, Bicholi Hapsi, Kanadia Road, Indore",1082,Nandani Medical Laboratories Pvt. Ltd,Madhya Pradesh,,Particulate mattter and Description,particulate_matter|description_labelling,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2024-12_c9fa4b45aa83,2024-12,state_lab,"Jikcf-AZ Tablets, Cefixime and Azitromycin Tablets",,BPT-3001,2024-02,2026-01,"Geenac Pharma Plot No: 582, Raipur, Bhagwanpur, Roorkee, Uttarakhand-247667. UTTARAKHAND . Mrkt By: WellnowHelath care, Kanal Industrial Estate, Road No. 6, Borivali East, Mumbai-400066.",546,Geenac Pharma,Uttarakhand,Uttarakhand,The sample does not meets the Specifications with respect to Identification test-Nil Assay-Nil As per STP u/s. 17B of Drugs and Cosmetics Act 1940. The Sample deemed to be SPURIOUS.,identification|spurious|assay,,"State Lab Drugs Control Laboratory, Telangana.",state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_caed7a7abc7b,2024-12,central_lab,DOXYCYCLINE CAPSULES IP 100 mg,,HDXA08,2023-06,2025-05,"M/s.Hindustan Antibiotics Ltd., At 11 W.E.A., Faridabad- 121001.",650,Hindustan Antibiotics Ltd,Haryana,Haryana,"""Uniformity of weight""",uniformity_of_weight,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:121001
NSQ_2024-12_cb6e2ae48251,2024-12,state_lab,Snikuf 4,,RZAB01,2023-05,2025-04,"Akums Drugs & Pharmaceuticals Ltd, 22, Sector-6A, I.I.E, Sidcul. Ranipur, Haridwar-249403, Uttrakhand.",68,Akums Drugs & Pharmaceuticals Ltd,Uttarakhand,Uttarakhand,Sample does not conform to label claim with respect to the content of Terbutaline Sulphate.,assay,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:249403
NSQ_2024-12_cb8d22399094,2024-12,central_lab,Omeprazole Lyophilized Powder for Injection (I.V) (OMERA 40mg Lyophilized Powder for Injection ),,0ZI2415AC,2024-06,2026-05,"M/s. CELON LABORATORIES PVT. LTD., Plot No-2, ALEAP Industrial Estate, Gajularamaram, Medchal District-500 090, Telangana State, India",334,Celon Laboratories Pvt. Ltd,Telangana,Telangana,Test of Water by KF,water_content,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_ce5f6359a9e0,2024-12,state_lab,Levocetirizin Hydrochloride &Montelukast Sodium Tablets IP (Montefirst- LC),,2405097,2024-05,2026-04,"M/s. Aban Pharmaceuticals, Plot No. 1018, Kerala, G.I.D.C., Bavla, Dist. Ahmedabad-382220",17,Aban Pharmaceuticals,Kerala,Kerala,Test for Dissolution of Levocetirizine Hydrochloride and Montelukast,dissolution,,State Lab Karnataka,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_cf1666b88b5b,2024-12,central_lab,Compound Sodium Lactate Injection I.P. 500 ml (Ringers Lactate I.P.) (RL),,03BF2474,2024-04,2027-03,"M/s.PASCHIM BANGA PHARMACEUTICAL (A Unit Of FARISTA VANIJYA PVT. LTD.), NH-31, TIN MILE HAT, SONAPUR HAT, P.S. CHOPRA, DIST: UTTAR DINAJPUR, PIN 733 214 (W.B.)",1206,Paschim Banga Pharmaceuticals,West Bengal,West Bengal,Sterility,sterility,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_d0d9a8f2ee03,2024-12,central_lab,Amikacin Sulphate Injection I.P. (AmikaVen- 500 Injection),,L-24A-23I,2024-01,2025-12,"M/s. Inmac Laboratories, Bangsipura-142033 (Pb)",701,Inmac Laboratories,Punjab,Punjab,"Particulate mattter, Assay/content of Amikacin and Description",particulate_matter|description_labelling|assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:142033
NSQ_2024-12_d1d73be1ba03,2024-12,state_lab,Ondansetron Tablets IP 4 mg,,320D2401,2024-04,2026-03,"SSM Formulations Private Limited, Survey No. 11/1, Mouza Ashti (Rith), Hinganghar (M.H), 442301",1556,SSM Formulations Private Limited,Maharashtra,Maharashtra,Sample does not conform to IP Specification for Ondansetron Tablets with respect to Dissolution.,dissolution,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:442301
NSQ_2024-12_d71b469f1701,2024-12,state_lab,METFORMIN HYDROCHLOR IDE TABLETS IP (OKAMET- 500),,4O30069,2024-02,2027-01,"M/s.Cipla Ltd., Ropar Road, Nalagarh, Dist. Solan (H.P)-174 101",362,Cipla Ltd,Goa,,Does not comply with respect to the Assay as per IP specification,assay,,Puducherry,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2024-12_d7336a88dba1,2024-12,central_lab,AXBEX Suspension (Multivitamin Mulltimineral & Antioxidant Suspension),,A21411,2024-05,2025-10,"M/s. Ozone Pharmaceuticals Ltd., Katha, Baddi-173205, Himachal Pradesh",1188,Ozone Pharmaceuticals Ltd,Himachal Pradesh,Himachal Pradesh,Identification & Assay of Cholecalciferol,identification|assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_d8659deae257,2024-12,central_lab,Rabeprazole Gastro-resistant Tablets IP 20 mg (Robijick - 20),,T- 1047,2023-06,2025-05,"M/s.Jackson Laboratories Pvt. Ltd., 22-24, Majitha Road, Bye Pass, Amritsar - 143 001 (India).",732,Jackson Laboratories Pvt. Ltd,Punjab,,"""Dissolution (Acid stage) & (Buffer stage) and Description""",dissolution|description_labelling,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2024-12_d9891cb5cfeb,2024-12,central_lab,Bupivacaine Hydrochloride in Dextrose Injection USP 4 ml,,17B24004,2024-06,2026-05,"M/s. Radiant Parenterals Ltd., 242/4, 5 &6, G.I.D.C., Estate at & Post Waghodia, Dist-Vadodara , Gujarat-391760",1293,Radiant Parenterals Ltd,Gujarat,Gujarat,"pH, Bacterial Endotoxins and Sterility",sterility|bacterial_endotoxins|ph,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_d9bf6f8e32d5,2024-12,state_lab,Co-Trimoxazole Tablets IP 480mg,,MT404,2024-01,2026-12,"Maxwell Lifescience Pvt Ltd, T-53 & T-81, M.I.D.C, Tarapur, Boisar, Dist, Palghar, 401506.",941,Maxwell Lifescience Pvt Ltd,Maharashtra,Maharashtra,Sample does not conform to IP Specification for Co- Trimoxazole Tablets with respect to Dissolution for Sulphamethoxazole,dissolution,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:401506
NSQ_2024-12_dabc0d437a15,2024-12,central_lab,Paracetamol Paediatric Oral Suspension IP (MYPAR),,S404115,2024-04,2026-03,"M/s.ION Healthcare Pvt. Ltd., Baddi- Barotiwala Road, Baddi, Distt. Solan (H.P.)- 173 205.",715,ION Healthcare Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,"""Related substances""",related_substances,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_dc3fa11fe624,2024-12,central_lab,Rabeprazole Injection IP,,AGI-23216,2023-06,2025-05,"M/s. Alliaance Biotech, 440/3, Vill-Katha, Badddi, Solan (H.P.) - 173205",90,Alliance Biotech,Himachal Pradesh,Himachal Pradesh,"Sterility, Clarity of Solution, Particulate matter, Identification, Assay of Rabeprazole Sodium and Description?. The sample is deemed to be spurious as per section 17B of Drugs and Cosmetics Act",sterility|particulate_matter|identification|spurious|description_labelling|clarity_of_solution|assay,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_dc60ba6d25b7,2024-12,state_lab,O Mak-200,,VMWT240 7,2024-06,2026-03,"Vertex Pharma Chemicals, Plot No.60-A,61-A, PIPDIC Electronic Park, Tirubhuvanai, Puducheryy-605107.",1760,Vertex Pharma Chemicals,Puducherry,,Sample does not conform to IP Specification of Ofloxacin Tablets with respect to the content of Ofloxacin.,assay,,DTL Madurai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_ambiguous_pin:605
NSQ_2024-12_dde410a37fdc,2024-12,central_lab,Co- trimoxazole Tablets I.P. (D.S.=Double Strength),,PT30119,2023-05,2025-04,"M/s.Omega Pharma., Khasra No. 482, Village - Saliyar, Roorkee - 247667. Distt-Haridwar (Uttarakhand)",1153,OMEGA PHARMA,Uttarakhand,Uttarakhand,Dissolution (Trimethoprim and Sulphamethoxazo le),dissolution,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_e375791bea45,2024-12,state_lab,Peedon,,P2409,2024-05,2026-04,"Sharing formulations Pvt Ltd, Plot No.41,G.I.D.C, Waghodia, Vadodara. 391760.",1469,Sharing formulations Pvt Ltd,Gujarat,Gujarat,Sample does not conform to label claim with respect to the content of Available Iodine in Povidone-Iodine.,assay,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:391760
NSQ_2024-12_e498ce914fdc,2024-12,central_lab,Lignocaine Hydrochloride Gel IP 5% w/v (30 g),,G406,2024-09,2026-08,"M/s. Gnosis Pharmaceuticals Pvt. Ltd., Nahan Road, Village Moginand, Kala-Amb, Distt.Sirmour,H.P.-173030",574,Gnosis Pharmaceuticals Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,pH,ph,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_e5be2b72fa9b,2024-12,state_lab,Cipladine Ointment,,CHO40020,2024-01,2025-12,"HSN International, At point No.54-55, Sector 6A, I.IE, Sidcul Haridwar, (Uttarakhand), 249403",668,HSN International,Uttarakhand,Uttarakhand,Sample does not conform to USP Specification for Povidone-Iodine Ointment with respect to the content of Avaible Iodine in Povidone Iodine.,assay,,DTL Madurai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_e6a665930e5e,2024-12,central_lab,Acyclovir Dispersible Tablets IP (Zovibact 800 mg),,SRTH230874 B,2023-08,2025-07,"M/s. SYSTOLE REMEDIES PVT. LTD., Vill. Ogli, Kala Amb, Teh. Nahan, Distt. Sirmour (H.P.) - 173 030",1635,Systole Remedies Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Uniformity of dispersion & Disintegration,disintegration|uniformity_of_dispersion,,RDTL Guwahati,central,"Regional Drugs Testing Laboratory, Guwahati",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_e8eb3d49467d,2024-12,state_lab,METFORMIN TABLETS IP 500 mg (GLYCIPHAGE),,G0374057,2024-06,2027-05,"M/s.Franco-Indian Pharmaceuticals Pvt Ltd, 20, DR. E. Moses Road, Mumbai-400 011",530,Franco-Indian Pharmaceuticals Pvt Ltd,,,Does not comply with respect to the Assay as per IP specification,assay,,Puducherry,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2024-12_f3e8532e2abe,2024-12,state_lab,Amoxycillin Dispersible Tablets IP 125 mg,,PGA24- 002,2024-03,2026-02,"Pondchy Pharmaceuticals, R.S.No.218/4, 218/5, Odiaampet, Manaveli Road, Villianur Commune, Puducherry, 605110.",1245,Pondchy Pharmaceuticals,Puducherry,Puducherry,Sample does not conform to IP Specification for Dispersible Tablets with respect to uniformity of Dispersion and Disintegration,disintegration|uniformity_of_dispersion,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_f4deb53479de,2024-12,central_lab,Hydroxychloroqui ne Sulphate Tableta IP 200 mg (QUEENJAJ 200),,HCQ19K23,2023-11,2026-10,"M/s. Bajaj Healthcare Ltd., R.S. No. 1818, Manjusar - Savli Road, At & Post - Manjusar, Tal. Savli, Dist. Vadodra - 391775, Gujarat, India.",203,Bajaj Healthcare Ltd,Gujarat,Gujarat,"""Related substances""",related_substances,,CDTL Mumbai,central,"Central Drugs Testing Laboratory, Mumbai",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_f597944c77c2,2024-12,state_lab,Amitriptyline Tablets IP 25mg,,TA24159,2024-04,2026-03,"Saintlife Pharmaceuticals Ltd, 323, Central Hope Town, Industrial Area, Selaqui, Dehradun - 248 011, Uttarakhand, India",1400,Saintlife Pharmaceuticals Ltd,Uttarakhand,Uttarakhand,Sample does not conform to IP specification for tablets with respect to Definition.,other,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,0.9,failure_category_unmapped:sample does not conform to ip specification for tablets with
NSQ_2024-12_f5c187342889,2024-12,state_lab,Metoprolol Succinate Prolonged Release Tablets IP,,URDT0653,2023-03,2025-02,"Unicure India Ltd., Plot No. 46(B)/49B Village Raipur, Bhagwanpur ,RoorkeeDist, Haridwar, Uttarakhand",1713,Unicure India Ltd,Uttar Pradesh,Uttarakhand,It fails the test ?Assay? as per IP standards [Amendment List - 05 to IP 2022],assay,,DTL Thiruvananthapuram,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,
NSQ_2024-12_f89f9fa20a3d,2024-12,central_lab,Fexofenadine Hydrochloride Tablets IP (MANOFEX-180 ),,CT24250327 A,2024-05,2026-04,"M/s.CMG BIOTECH PVT.LTD, (Unit-II)Plot No-58, Phase-III, Industrial Area, Sasarpur Terrace, HP- 176501",368,CMG Biotech Pvt. Ltd,Himachal Pradesh,Himachal Pradesh,Dissolution,dissolution,,CDL Kolkata,central,"Central Drugs Laboratory, Kolkata",https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_derived_from_pin:176501
NSQ_2024-12_fafad3662ee1,2024-12,state_lab,Metoclopramide HCL Injection I.P-2ml,,24DQC64,2024-03,2026-02,"SVP Life Sciences, C/10-1, Sara Industrial Estate, Selaqui, Dehradun",1608,SVP Life Sciences,Uttarakhand,,sample does not conform to the requirement for Assay of Metoclopramide,assay,,King Institute Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
NSQ_2024-12_fba2568f897b,2024-12,state_lab,Ciprofloxacin Hydrochloride Tablets IP 500mg,,HTN1126L,2023-11,2025-10,"Himalaya Meditek Pvt. Ltd, Plot No. 35 & 36, Pharmacity, Selaqui, Industrial Area, Dehradun - 248 197",648,Himalaya Meditek Pvt. Ltd,Uttarakhand,,Sample does not conform to IP specification for ciprofloxacin tablets with respect to Dissolution,dissolution,,DTL Chennai,state,,https://cdscoonline.gov.in/CDSCO/filteredNsqDrugTable?month=Dec-2024&source=All&tab=nsq,portal_json,1.0,state_not_derived:no_match
